,Topic,Words,Frequency,Timestamp
842,79,"12b exchange, rule 12b, 12b, act company, defined rule",1,2015-01-01
843,80,"gaming, casino, casinos, slot, cash access",4,2015-01-01
844,81,"footwear, athletic footwear, athletic, products, sales",1,2015-01-01
845,82,"discussion affecting, thecautionary, regarding statementsincluded, statementsincluded management, refer thecautionary",1,2015-01-01
846,84,"veterinary, pet, animal, veterinarians, animal health",2,2015-01-01
847,85,"mi, mortgage, insurance, gses, nmic",1,2015-01-01
848,86,"uranium, leu, nuclear, russian, swu",3,2015-01-01
849,87,"printing, 3d, printers, 3d printing, materials",2,2015-01-01
850,89,"pharmacy, pbm, health, prescription, pharmacies",3,2015-01-01
851,90,"statements, international incform, incform, incform ktable, qualified foregoing",1,2015-01-01
852,91,"drilling, rigs, rig, oil, drilling rigs",1,2015-01-01
853,92,"trading, electronic trading, trading platform, electronic, platform",1,2015-01-01
854,93,"afe, china, chinese, bfr, prc",1,2015-01-01
855,94,"fiscal, grainger, stock class, class common, common stock",1,2015-01-01
856,95,"oem, products, oem customers, operating results, tsmc",1,2015-01-01
857,96,"oxide, ethylene oxide, ethylene, epa, products",1,2015-01-01
858,97,"statements, contentspagepart, reliance statements, undue reliance, place undue",2,2015-01-01
859,98,"dte, registrants, dte energy, energy, gas",1,2015-01-01
860,99,"rail, railroads, kcs, railroad, transportation",1,2015-01-01
861,102,"cranes, manitowoc, crane, boom, telescopic",1,2015-01-01
862,103,"tobacco, leaf, leaf tobacco, tobacco products, cigarette",3,2015-01-01
863,104,"million, sought million, material, future, sought",1,2015-01-01
864,105,"products corporation, company, revlon, corporation, revlon inc",1,2015-01-01
865,107,"fep, de conversion, de, conversion, fluoride",1,2015-01-01
866,109,"marine products, marine, boat, products, dealers",1,2015-01-01
867,110,"dow, styrene, rubber, arkema, segment",1,2015-01-01
868,112,"company, company financial, affect company, company ability, company products",1,2015-01-01
869,114,"clients, marketing, agencies, media, ipg",1,2015-01-01
870,116,"guaranty, fair value, fair, value, losses",2,2015-01-01
871,117,"cannabis, medical cannabis, medical, cannabis industry, company",2,2015-01-01
872,118,"mortgage insurance, insurance, mortgage, care insurance, term care",1,2015-01-01
873,120,"railcar, railcars, components, greenbrier, backlog",3,2015-01-01
874,121,"equipment, seismic, seismic equipment, lease pool, lease",2,2015-01-01
875,123,"hetnets, wireless, spectrum, network, stock",1,2015-01-01
876,125,"dupont, tio2pigment, chemours, fluoroproducts, separation",1,2015-01-01
877,126,"self storage, storage facilities, reit, self, storage",2,2015-01-01
878,127,"income, reit, assets, mortgage, tax",1,2015-01-01
879,128,"seed, alfalfa, dupont pioneer, alfalfa seed, pioneer",1,2015-01-01
880,131,"southern, traditional operating, southern company, operating companies, traditional",1,2015-01-01
881,135,"trading, fund, advisors, trading advisor, mlpf",1,2015-01-01
882,136,"duke, power, duke energy, nuclear, energy",1,2015-01-01
883,-1,"financial, company, operations, products, us",198,2016-01-01
884,0,"products, customers, results, sales, us",83,2016-01-01
885,1,"product, clinical, candidates, product candidates, trials",53,2016-01-01
886,2,"bank, loans, loan, interest, financial",43,2016-01-01
887,3,"smaller reporting, smaller, reporting company, provide information, reporting",35,2016-01-01
888,4,"gas, oil, natural gas, natural, oil natural",24,2016-01-01
889,5,"properties, reit, tenants, property, real",23,2016-01-01
890,6,"investment, investments, portfolio, securities, value",22,2016-01-01
891,7,"adient, vehicle, automotive, vehicles, operations",8,2016-01-01
892,8,"mortgage, mae, fannie, fannie mae, loans",8,2016-01-01
893,9,"tripadvisor, charter, stock, operations, debt",10,2016-01-01
894,10,"combination, initial, initial combination, stock, company",2,2016-01-01
895,11,"hotel, hotels, reit, properties, income",9,2016-01-01
896,12,"healthcare, health, services, solutions, care",9,2016-01-01
897,13,"medicare, facilities, concentra, care, medicaid",3,2016-01-01
898,14,"fund, futures, funds, vix, index",9,2016-01-01
899,15,"restaurants, restaurant, franchisees, food, diners",9,2016-01-01
900,16,"insurance, reinsurance, company, argo, claims",12,2016-01-01
901,17,"mining, mineral, exploration, mine, met coal",8,2016-01-01
902,18,"tds, wireless, lilac, services, spectrum",6,2016-01-01
903,19,"factorsnot, applicable registrant, factors21cautionary, factors21cautionary affect, contentspart continued",5,2016-01-01
904,20,"ntic, president, vice, vice president, joint",3,2016-01-01
905,21,"cable, services, service, content, alaska",4,2016-01-01
906,22,"semiconductor, products, customers, manufacturing, capital equipment",1,2016-01-01
907,23,"transportation, company, carriers, fuel, freight",4,2016-01-01
908,24,"factorswe smaller, rule 12b, 12b, defined rule, provide information",2,2016-01-01
909,25,"government, contracts, contract, uas, government contracts",3,2016-01-01
910,26,"southern, southern company, power, southern power, operating companies",2,2016-01-01
911,27,"general partner, partner, units, unitholders, common units",5,2016-01-01
912,28,"wine, wines, grapes, vineyards, oregon",4,2016-01-01
913,29,"gold, custodian, trust, sub, bullion",4,2016-01-01
914,30,"farmer, farmer mac, mac, agricultural, partnership",2,2016-01-01
915,32,"aircraft, airline, boeing, airline partners, airlines",2,2016-01-01
916,33,"water, sky ranch, ranch, sky, wastewater",1,2016-01-01
917,34,"dnb, interest, people united, loans, bank",2,2016-01-01
918,35,"imax, theater, film, films, ncm",4,2016-01-01
919,36,"homes, land, homebuilding, home, homebuyers",4,2016-01-01
920,38,"users, user, advertising, iac, products services",4,2016-01-01
921,39,", , , , ",3,2016-01-01
922,40,"ppg, materials, raw, raw materials, results",1,2016-01-01
923,41,"tripadvisor, qvc, xm, sirius xm, sirius",3,2016-01-01
924,43,"flooring, timber, timberlands, lumber, hardwood",3,2016-01-01
925,44,"solar, pv, cigs, modules, technologies",2,2016-01-01
926,45,"citrus, fruit, gmol, vegetable, vegetables",2,2016-01-01
927,47,"afgs, afg, investment, invesco, aum",2,2016-01-01
928,49,"4item, revise result, 2table, contentspart, contentspart 4item",3,2016-01-01
929,50,"semiconductor, wafer, customers, products, metrology",2,2016-01-01
930,52,"peo, hr, wsees, clients, payroll",1,2016-01-01
931,53,"snap, franchisees, snap ons, ons, pension",1,2016-01-01
932,54,"paper, pulp, raw, products, fiber",2,2016-01-01
933,55,"energy, electric, nrg, cecony, utilities",3,2016-01-01
934,56,"kbr, contracts, operations, projects, government",2,2016-01-01
935,57,"products, food, bakery, snack, beverage",2,2016-01-01
936,58,"investing pool, cerfs, gsci, investing, gsci er",2,2016-01-01
937,60,"euro, trust, depository, deposit, deposit accounts",1,2016-01-01
938,61,"operations liquidity, insurance, liquidity, financial, statutory",1,2016-01-01
939,62,"black medium, engagements, medium small, clients, consultants",2,2016-01-01
940,63,"homes, land, starwood, home, front yard",2,2016-01-01
941,64,"lighting, nep, energy, lighting products, sales",1,2016-01-01
942,65,"lp, moelis, group lp, evercore, clients",2,2016-01-01
943,66,"ships, cruise, cruises, ship, guests",2,2016-01-01
944,67,"heavy civil, construction, civil construction, heavy, equipment",1,2016-01-01
945,68,"furniture, virco, raw, price list, education",1,2016-01-01
946,69,"staar, products, staars, icl, sales",1,2016-01-01
947,70,"esop, contentsadvanced drainage, products, contentsadvanced, drainage systems",1,2016-01-01
948,71,"allegion, irish, tax, results, operations",2,2016-01-01
949,72,"satellite, satellites, ss, services, spectrum",2,2016-01-01
950,73,"aerospace, aircraft, government, aviation, military",3,2016-01-01
951,74,"electric, nstar, psnh, gas, energy",3,2016-01-01
952,75,"home, products, home improvement, home construction, new home",1,2016-01-01
953,77,"websites, vistaprint, customers, dutch, services",1,2016-01-01
954,78,"certain scaled, elected comply, scaled disclosure, therefore provide, obligations therefore",1,2016-01-01
955,79,"filings exchange, act part, report described, company filings, described company",2,2016-01-01
956,80,"gaming, casino, stock, playtech, company",1,2016-01-01
957,81,"footwear, sporting goods, sporting, stores, goods",2,2016-01-01
958,82,"discussion affecting, thecautionary, regarding statementsincluded, statementsincluded management, refer thecautionary",1,2016-01-01
959,83,"title iv, students, education, iv, title",1,2016-01-01
960,84,"pet, ourpet, products, animal, manticus",1,2016-01-01
961,86,"uranium, mining, nuclear, lost creek, mineral",1,2016-01-01
962,87,"printing, 3d printing, 3d, machines, quad graphics",3,2016-01-01
963,88,"coal, mining, coal supply, mining operations, supply agreements",1,2016-01-01
964,89,"pharmacy, sunlink, pbm, health, sunlinks",2,2016-01-01
965,91,"drilling, rigs, offshore, oil, drilling contracts",1,2016-01-01
966,92,"electronic trading, trading platform, trading, electronic, platform",1,2016-01-01
967,93,"prc, china, people republic, republic china, insurance",3,2016-01-01
968,94,"grainger, pet, stock class, class common, common stock",2,2016-01-01
969,95,"mro, oem, products, acquisitions, customers",1,2016-01-01
970,96,"dietary, supplements, dietary supplements, nutritional, products",1,2016-01-01
971,98,"dte, registrants, dte energy, energy, gas",1,2016-01-01
972,99,"kcs, rail, mexican, kcsm, kcs consolidated",2,2016-01-01
973,100,"testing, laboratory, laboratories, tests, services",1,2016-01-01
974,102,"cranes, manitowoc, products, building, customers",2,2016-01-01
975,104,"raw, materials, raw materials, critical raw, costs",1,2016-01-01
976,105,"products corporation, company, arden, elizabeth arden, elizabeth",1,2016-01-01
977,106,"industry62, relating industry62, factors43risks, factors43risks relating, relating business44risks",1,2016-01-01
978,107,"aquarefining, lead, labs, aquarefining process, asbestos",2,2016-01-01
979,108,"real, estate, real estate, hawaii, financial",2,2016-01-01
980,109,"boat, yacht, marine, sea ray, brunswick",1,2016-01-01
981,111,"independent associates, associates, independent, network marketing, ambrotose",1,2016-01-01
982,112,"company, company financial, affect company, company ability, company products",1,2016-01-01
983,113,"products, spine, fda, medical, surgeons",1,2016-01-01
984,114,"clients, client, advertising marketing, agencies, financial position",1,2016-01-01
985,116,"guaranty, fair value, fair, value, losses",1,2016-01-01
986,118,"card, diners club, credit, cards, network",1,2016-01-01
987,120,"railcar, railcars, investment funds, investment, icahn",2,2016-01-01
988,121,"equipment, seismic, seismic equipment, lease pool, lease",1,2016-01-01
989,123,"hetnets, wireless, shared wireless, wireless infrastructure, shared",1,2016-01-01
990,124,"million, revenue, telesat, consulting, services",1,2016-01-01
991,127,"income, assets, reit, mortgage, rmbs",1,2016-01-01
992,128,"seed, alfalfa, stevia, alfalfa seed, phosphate",3,2016-01-01
993,130,"insurance, life, annuity, american equity, equity life",1,2016-01-01
994,132,"varex, restaurants, restaurant, dish, dish network",2,2016-01-01
995,135,"advisors, partnership, trading, advisors clients, mlpf",2,2016-01-01
996,136,"duke, duke energys, duke energy, energys, energy",1,2016-01-01
997,-1,"products, financial, operations, us, results",216,2017-01-01
998,0,"products, customers, us, results, operations",85,2017-01-01
999,1,"clinical, product, candidates, product candidates, drug",62,2017-01-01
1000,2,"loans, bank, loan, financial, interest",36,2017-01-01
1001,3,"smaller reporting, smaller, reporting company, provide information, required provide",30,2017-01-01
1002,4,"gas, natural gas, oil, natural, oil natural",26,2017-01-01
1003,5,"properties, reit, tenants, income, paa",13,2017-01-01
1004,6,"investment, investments, portfolio, securities, value",20,2017-01-01
1005,7,"vehicle, rental, car, vehicles, cars",15,2017-01-01
1006,8,"mortgage, mae, fannie, fhfa, loans",10,2017-01-01
1007,9,"charter, twc, isobutanol, bright house, bright",9,2017-01-01
1008,10,"combination, initial, initial combination, target, warrants",3,2017-01-01
1009,11,"hotel, hotels, reit, travel, properties",9,2017-01-01
1010,12,"healthcare, zio, services, zio service, care",6,2017-01-01
1011,13,"care, medicare, health, medicaid, services",11,2017-01-01
1012,14,"fund, futures, vix, funds, commodity",7,2017-01-01
1013,15,"restaurants, restaurant, franchisees, food, franchise",12,2017-01-01
1014,16,"insurance, reinsurance, argo, bermuda, insurer",6,2017-01-01
1015,17,"mineral, exploration, mining, gold, mineral properties",5,2017-01-01
1016,18,"tds, wireless, spectrum, services, fcc",3,2017-01-01
1017,19,"pages, factorsinformation, factorsnot, factorsnot applicable, report pages",7,2017-01-01
1018,20,"president, vice, vice president, mr, company",7,2017-01-01
1019,21,"cable, programming, services, video, content",6,2017-01-01
1020,22,"semiconductor, customers, products, manufacturing, equipment",5,2017-01-01
1021,23,"company, fuel, transportation, truck, equipment",4,2017-01-01
1022,24,"rule 12b, 12b, defined rule, factorswe smaller, company defined",8,2017-01-01
1023,25,"contracts, government, contract, dredging, government contracts",3,2017-01-01
1024,26,"southern, southern company, power, operating companies, southern power",3,2017-01-01
1025,27,"general partner, unitholders, partner, units, common units",3,2017-01-01
1026,28,"wine, alcohol, beverage, brands, beverage alcohol",5,2017-01-01
1027,29,"gold, venture company, ishares, custodian, trust",2,2017-01-01
1028,30,"farmer mac, farmer, mac, agricultural, common",6,2017-01-01
1029,31,"stations, radio, programming, fcc, advertising",1,2017-01-01
1030,32,"aircraft, boeing, infinitus, airline, spirit",4,2017-01-01
1031,33,"water, jose water, water company, jose, san jose",3,2017-01-01
1032,34,"company, dnb, interest, financial, loans",2,2017-01-01
1033,35,"ncm, ncm llc, theatre, theatres, founding",5,2017-01-01
1034,36,"homes, land, home, housing, homebuilding",3,2017-01-01
1035,38,"users, user, advertising, products services, mobile",3,2017-01-01
1036,39,", , , , ",1,2017-01-01
1037,40,"raw, metals segment, products, chemicals segment, specialty",2,2017-01-01
1038,41,"xm, qvc, sirius xm, sirius, liberty",2,2017-01-01
1039,42,"unl, futures, uscf, usof, contracts",2,2017-01-01
1040,43,"floorcovering, carpet, flooring, masland, residential",1,2017-01-01
1041,44,"solar, solar energy, energy, solar service, pv",3,2017-01-01
1042,45,"vegetable, fruit, vegetables, fruit vegetable, food",2,2017-01-01
1043,46,"ethanol, fuel, parent, green plains, plains",4,2017-01-01
1044,47,"fair value, fair, value, company, investment",3,2017-01-01
1045,48,"wright, investment, tournament, company, players",5,2017-01-01
1046,49,"revise result, update revise, events otherwise, except required, information future",3,2017-01-01
1047,50,"semiconductor, customers, gainshare performance, gainshare, performance incentives",1,2017-01-01
1048,51,"refined, refinery, crude, refined products, oil",2,2017-01-01
1049,52,"cars, car, workers, rental, ford",4,2017-01-01
1050,53,"snap, franchisees, pension, operations cash, operations",2,2017-01-01
1051,54,"honeywell, spin, operations, paper, condition results",1,2017-01-01
1052,55,"energy, consumers, cms, mge, electric",3,2017-01-01
1053,56,"company, operations, oil, products, company products",3,2017-01-01
1054,57,"food, products, nuts, nut, snack",4,2017-01-01
1055,58,"ctg, gsci, services, company, gsci er",1,2017-01-01
1056,59,"games, game, products, gaming, platforms",2,2017-01-01
1057,60,"trust, swiss, euro, depository, swiss francs",3,2017-01-01
1058,61,"insurance, liquidity, financial, statutory, operations liquidity",2,2017-01-01
1059,63,"homes, land, homebuyers, financial performance, home",2,2017-01-01
1060,64,"energy, covanta, covanta energy, projects, waste",3,2017-01-01
1061,65,"clients, investment, advisory, investment banking, class",2,2017-01-01
1062,66,"ships, cruise, cruises, ship, guests",2,2017-01-01
1063,69,"kaplan, title iv, iv, title, khe",1,2017-01-01
1064,72,"satellite, satellites, spectrum, ss, services",1,2017-01-01
1065,73,"aerospace, aircraft, military, aviation, triumph",2,2017-01-01
1066,74,"cl, electric, psnh, transmission, nstar",2,2017-01-01
1067,75,"flows financial, operations cash, cash flows, flows, home",1,2017-01-01
1068,76,"trust, underlying properties, net profits, profits interest, voc",3,2017-01-01
1069,77,"company, school book, continuity, book fairs, book clubs",1,2017-01-01
1070,79,"filings exchange, act part, report described, company filings, described company",2,2017-01-01
1071,80,"gaming, racing, smsc, wagering, horse",1,2017-01-01
1072,82,"factorsinformation relating, relating described, factorsinformation, described managements, operations information",1,2017-01-01
1073,83,"title iv, students, education, iv, title",2,2017-01-01
1074,84,"pet, ourpet, products, animal, cat",2,2017-01-01
1075,85,"mi, mortgage, insurance, gses, nmic",1,2017-01-01
1076,86,"uranium, extraction, palangana mine, palangana, mining",1,2017-01-01
1077,88,"coal, mining, mine, mining operations, reserves",1,2017-01-01
1078,91,"drilling, rigs, oil, offshore, rig",2,2017-01-01
1079,95,"oem, products, oem customers, operating results, cypress",1,2017-01-01
1080,96,"oxide, epa, ethylene oxide, ethylene, products",1,2017-01-01
1081,98,"dte, registrants, dte energy, energy, gas",1,2017-01-01
1082,99,"csx, rail, kcs, railroad, company",1,2017-01-01
1083,100,"laboratory, company, testing, laboratories, clinical laboratory",3,2017-01-01
1084,102,"building, metal, construction, building systems, operations",4,2017-01-01
1085,103,"tobacco, leaf, leaf tobacco, tobacco products, farmers",1,2017-01-01
1086,104,"companys, company, xact, introduction xact, sales",1,2017-01-01
1087,106,"industry11, related industry11, risks related, related, risks",1,2017-01-01
1088,107,"aquarefining, lead, de conversion, tric, clarios",3,2017-01-01
1089,110,"trust, unit holders, brog, trustee, unit",1,2017-01-01
1090,111,"independent associates, associates, independent, network marketing, ambrotose",2,2017-01-01
1091,116,"guaranty, fair value, fair, value, losses",1,2017-01-01
1092,119,"bus, school, buses, school bus, school buses",1,2017-01-01
1093,122,"towers, tower, wireless, sites, ccic",1,2017-01-01
1094,123,"hetnets, wireless, shared wireless, wireless infrastructure, shared",2,2017-01-01
1095,124,"clients, solutions, services, data, telesat",1,2017-01-01
1096,125,"companys, materials, raw materials, raw, environmental",1,2017-01-01
1097,126,"self storage, reit, storage facilities, self, storage",2,2017-01-01
1098,127,"income, reit, assets, mortgage, tax",1,2017-01-01
1099,128,"seed, stevia, alfalfa, alfalfa seed, growers",1,2017-01-01
1100,129,"factorssmaller, factorssmaller reporting, reporting companies, companies required, information required",1,2017-01-01
1101,132,"dish, set top, dish network, digital set, varex",1,2017-01-01
1102,133,"beryllium, electrical, products, position results, conduit",1,2017-01-01
1103,134,"iron ore, ore, iron, steel, mining",1,2017-01-01
1104,135,"advisors, advisors clients, clients, service, secured credit",1,2017-01-01
1105,-1,"financial, operations, us, products, results",233,2018-01-01
1106,0,"products, customers, us, results, operations",108,2018-01-01
1107,1,"product, clinical, candidates, product candidates, trials",78,2018-01-01
1108,2,"loans, bank, loan, interest, financial",43,2018-01-01
1109,3,"smaller reporting, smaller, reporting company, reporting, provide information",31,2018-01-01
1110,4,"gas, oil, natural gas, natural, oil natural",25,2018-01-01
1111,5,"properties, reit, income, property, real",17,2018-01-01
1112,6,"investment, investments, portfolio, company, securities",17,2018-01-01
1113,7,"ntic, vehicle, vehicles, dealers, car",14,2018-01-01
1114,8,"mortgage, mae, loans, fannie, fhfa",13,2018-01-01
1115,9,"tripadvisor, charter, financial, operations, stock",17,2018-01-01
1116,10,"combination, initial, initial combination, target, warrants",7,2018-01-01
1117,11,"hotel, hotels, properties, travel, reit",9,2018-01-01
1118,12,"healthcare, solutions, services, clients, health",5,2018-01-01
1119,13,"medicare, care, medicaid, health, facilities",10,2018-01-01
1120,14,"fund, funds, futures, vix, index",8,2018-01-01
1121,15,"restaurants, restaurant, franchisees, food, wendy",10,2018-01-01
1122,16,"insurance, reinsurance, company, claims, underwriting",6,2018-01-01
1123,17,"mining, exploration, mineral, met coal, coal",8,2018-01-01
1124,18,"tds, wireless, services, customers, spectrum",3,2018-01-01
1125,19,"factorsinformation, report pages, factorsinformation response, response found, heading information",4,2018-01-01
1126,20,"company, vice, president, vice president, watches",5,2018-01-01
1127,21,"dish, services, programming, dish network, network",3,2018-01-01
1128,22,"semiconductor, customers, products, equipment, manufacturing",4,2018-01-01
1129,23,"fuel, moyes, freight, drivers, hospitality trust",5,2018-01-01
1130,24,"rule 12b, 12b, defined rule, provide information, company defined",5,2018-01-01
1131,25,"government, contracts, contract, federal government, adversely anticipated",3,2018-01-01
1132,26,"southern, southern company, power, southern power, operating companies",5,2018-01-01
1133,27,"eqm, general partner, unitholders, partner, units",6,2018-01-01
1134,28,"wine, brands, alcohol, beverage, wines",4,2018-01-01
1135,29,"custodian, gold, trust, sub, palladium",5,2018-01-01
1136,30,"farmer, farmer mac, common, common unitholders, mac",4,2018-01-01
1137,31,"programming, stations, television, fcc, radio",3,2018-01-01
1138,32,"aircraft, airline, company, contracts, boeing",2,2018-01-01
1139,33,"water, jose water, water company, jose, san jose",3,2018-01-01
1140,34,"company, dnb, interest, bank, loans",1,2018-01-01
1141,35,"ncm, founding, ncm llcs, llcs, ncm llc",1,2018-01-01
1142,36,"homes, land, homebuilding, home, mortgage",4,2018-01-01
1143,37,"insurance, reinsurance, financial, losses, sirius group",4,2018-01-01
1144,38,"users, user, facebook, advertising, mobile",3,2018-01-01
1145,39,", , , , ",3,2018-01-01
1146,40,"metals segment, segment, raw, products, chemicals segment",1,2018-01-01
1147,41,"qvc, xm, programming, sirius xm, sirius",3,2018-01-01
1148,42,"futures, uscf, ung, usbo, us12ng",3,2018-01-01
1149,43,"timber, timberlands, zealand, new zealand, timberland",2,2018-01-01
1150,44,"solar, intevac, pv, products, disk",1,2018-01-01
1151,45,"estate development, water, real estate, estate, land",1,2018-01-01
1152,46,"fuel, ethanol, dealerships, synthetic fuel, synthetic",4,2018-01-01
1153,47,"ab, axa, aum, investment, ab holding",2,2018-01-01
1154,49,"revise result, contentspart 4item, 4item business4item, important furthermore, law 2table",3,2018-01-01
1155,50,"semiconductor, test, ate, products, wafer",2,2018-01-01
1156,51,"conocophillips, refined, refined products, crude, feedstocks",1,2018-01-01
1157,52,"clients, payroll, client, services, employees",4,2018-01-01
1158,53,"snap, franchisees, on, snap on, franchise",3,2018-01-01
1159,55,"consumers, energy, cms, cms energy, electric",3,2018-01-01
1160,56,"energy steel, operations, energy, chinese, intangible assets",2,2018-01-01
1161,57,"flowers, foods, products, bakery, bakeries",2,2018-01-01
1162,58,"index, index futures, gsci, trust, gsci er",2,2018-01-01
1163,59,"titles, game, games, software, platforms",2,2018-01-01
1164,60,"trust, african rand, depository, rand, south african",3,2018-01-01
1165,61,"insurance, financial, statutory, adverse effect, effect",1,2018-01-01
1166,62,"engagements, clients, client, consultants, employee",3,2018-01-01
1167,64,"reit, nep, energy, tax, income",1,2018-01-01
1168,65,"lp, evercore, clients, advisory, firm",3,2018-01-01
1169,66,"ships, cruise, cruises, ship, caribbean",2,2018-01-01
1170,67,"equipment, lease, lessee, rod, lessees",2,2018-01-01
1171,68,"prc, china, furniture, nova, virco",1,2018-01-01
1172,70,"honeywell, operations, advansix, employees, results",3,2018-01-01
1173,71,"class common, class, lived, shares class, indefinite lived",1,2018-01-01
1174,72,"satellite, satellites, thermo, spectrum, facility agreement",1,2018-01-01
1175,74,"electric, nstar, psnh, gas, cl",1,2018-01-01
1176,76,"trust, underlying properties, net profits, underlying, mv",2,2018-01-01
1177,77,"fulfillment, services, inventory, websites, content",1,2018-01-01
1178,78,"certain scaled, elected comply, scaled disclosure, therefore provide, obligations therefore",1,2018-01-01
1179,79,"filings exchange, act part, report described, company filings, described company",1,2018-01-01
1180,81,"footwear, ugg, brand, brands, products",1,2018-01-01
1181,82,"analysis financial, factorssee, analysis, factorssee managements, discussion",3,2018-01-01
1182,83,"education, title iv, educational, students, iv",1,2018-01-01
1183,84,"animal, animal health, veterinary, products, health",1,2018-01-01
1184,85,"mortgage, mgic, insurance, mortgage insurance, loans",2,2018-01-01
1185,88,"coal, lessees, units, general partner, mining",1,2018-01-01
1186,90,"statements, qualified foregoing, international incform, incform ktable, incform",1,2018-01-01
1187,92,"electronic trading, trading, trading platform, electronic, broker",1,2018-01-01
1188,93,"china, prc, combination, pingtan, initial",2,2018-01-01
1189,95,"oem, oem suppliers, operating results, products, operating",2,2018-01-01
1190,97,"statements, contentspagepart, reliance statements, undue reliance, place undue",1,2018-01-01
1191,98,"dte, gas, registrants, energy, dte energy",2,2018-01-01
1192,99,"rail, csx, kcs, railroad, company",1,2018-01-01
1193,100,"laboratory, testing, laboratories, clinical laboratory, clinical",2,2018-01-01
1194,101,"mobile, services, video, telephony, broadband",5,2018-01-01
1195,105,"salons, salon, hair, company, guest",1,2018-01-01
1196,106,"industry62, relating industry62, factors43risks, factors43risks relating, relating business44risks",2,2018-01-01
1197,107,"aquarefining, lead, clarios, tric, aquarefined lead",2,2018-01-01
1198,108,"bay, kapalua, maui, kapalua bay, pineapple",1,2018-01-01
1199,109,"boat, marine, company, dealers, dealer",2,2018-01-01
1200,110,"vera, bradley, vera bradley, vida, pura vida",1,2018-01-01
1201,112,"company, laclede, laclede gas, laclede group, ler",3,2018-01-01
1202,115,"licensees, touch, technologies, products, touch enabling",2,2018-01-01
1203,116,"guaranty, fair value, fair, value, losses",2,2018-01-01
1204,117,"cannabis, traits, medical cannabis, hemp, cannabis industry",2,2018-01-01
1205,118,"notes, senior credit, senior, subsidiaries, guarantors",1,2018-01-01
1206,119,"bus, school, buses, school bus, school buses",1,2018-01-01
1207,120,"railcar, railcars, railcar components, components, backlog",1,2018-01-01
1208,121,"equipment, seismic, seismic equipment, lease pool, lease",1,2018-01-01
1209,122,"wireless, wireless infrastructure, towers, infrastructure, sites",1,2018-01-01
1210,124,"sellers, buyers, advertising, telesat, services",3,2018-01-01
1211,127,"income, reit, assets, mortgage, tax",2,2018-01-01
1212,128,"seed, alfalfa, alfalfa seed, growers, stevia",1,2018-01-01
1213,130,"insurance, unitrins, unitrin, fireside, casualty insurance",2,2018-01-01
1214,132,"varex, dish network, dish, satellite, set top",2,2018-01-01
1215,-1,"operations, financial, us, products, company",264,2019-01-01
1216,0,"products, customers, results, us, sales",82,2019-01-01
1217,1,"product, clinical, candidates, product candidates, trials",74,2019-01-01
1218,2,"bank, loans, loan, financial, interest",40,2019-01-01
1219,3,"smaller reporting, smaller, reporting company, reporting, provide information",37,2019-01-01
1220,4,"gas, oil, natural gas, natural, oil natural",25,2019-01-01
1221,5,"properties, reit, tenants, real, income",22,2019-01-01
1222,6,"investment, portfolio, investments, securities, adviser",19,2019-01-01
1223,7,"vehicle, vehicles, dealers, automotive, company",16,2019-01-01
1224,8,"mortgage, loans, mae, fannie, fannie mae",11,2019-01-01
1225,9,"tripadvisor, charter, vitas, skyhook, stock",6,2019-01-01
1226,10,"combination, initial, initial combination, target, warrants",7,2019-01-01
1227,11,"hotels, hotel, reit, la quinta, quinta",4,2019-01-01
1228,12,"healthcare, services, solutions, health, care",11,2019-01-01
1229,13,"medicare, hcp, living, care, senior living",10,2019-01-01
1230,14,"fund, futures, funds, vix, benchmark",10,2019-01-01
1231,15,"restaurants, restaurant, food, franchisees, kura",4,2019-01-01
1232,16,"insurance, reinsurance, company, claims, losses",7,2019-01-01
1233,17,"mineral, mining, exploration, gold, mineral properties",7,2019-01-01
1234,18,"wireless, cellular, cellulars, tds, services",11,2019-01-01
1235,19,"factors21cautionary, factors21cautionary affect, results31, results18, y2indexpart ipage",8,2019-01-01
1236,20,"president, vice, vice president, mr, company",5,2019-01-01
1237,21,"services, service, content, programming, cable",5,2019-01-01
1238,22,"semiconductor, customers, equipment, products, manufacturing",7,2019-01-01
1239,23,"fuel, company, transportation, carriers, freight",4,2019-01-01
1240,24,"rule 12b, 12b, defined rule, provide information, company defined",5,2019-01-01
1241,25,"contracts, government, contract, dredging, government contracts",3,2019-01-01
1242,26,"centerpoint houston, southern, cerc, centerpoint, houston",2,2019-01-01
1243,27,"eqm, general partner, partner, unitholders, units",4,2019-01-01
1244,28,"companys, brands, alcohol, beer, wine",2,2019-01-01
1245,29,"gold, custodian, trust, zurich, sub custodian",1,2019-01-01
1246,30,"farmer, farmer mac, agricultural, mac, farm",5,2019-01-01
1247,31,"programming, television, stations, fcc, programming networks",3,2019-01-01
1248,32,"aircraft, airline, boeing, airlines, delta",4,2019-01-01
1249,33,"water, wastewater, water wastewater, water supply, utility",2,2019-01-01
1250,34,"dnb, peoples united, peoples, loans, interest",6,2019-01-01
1251,35,"theatres, theatre, cinema, ncm, film",3,2019-01-01
1252,36,"homes, homebuilding, home, land, construction",3,2019-01-01
1253,37,"insurance, company, reinsurance, financial, losses",3,2019-01-01
1254,38,"advertising, users, user, buyers, mobile",5,2019-01-01
1255,39,", , , , ",3,2019-01-01
1256,40,"materials, raw, raw materials, results, demand",1,2019-01-01
1257,41,"xm, sirius xm, sirius, satellite, live",3,2019-01-01
