,Topic,Words,Frequency,Timestamp
829,82,"trust, underlying properties, voc, underlying, brazos",2,2015-01-01
830,85,"company, wmihc, wmihcs, wmmrc, financial",2,2015-01-01
831,86,"pharmacy, pbm, health, prescription, laws",3,2015-01-01
832,87,"statements, contentspagepart, undue reliance statements, reliance statements, place undue reliance",2,2015-01-01
833,88,"act company required, exchange act company, company defined rule, rule 12b exchange, 12b exchange",1,2015-01-01
834,89,"rail, railroads, kcs, railroad, transportation",1,2015-01-01
835,90,"engagements, consultants, clients, employee, client",2,2015-01-01
836,92,"afe, china, chinese, bfr, prc",1,2015-01-01
837,93,"discussion affecting, thecautionary note regarding, refer thecautionary note, please refer thecautionary, regarding statementsincluded management",1,2015-01-01
838,94,"oxide, ethylene oxide, ethylene, products, epa",1,2015-01-01
839,95,"fiscal, home depot, depot, home, depot inc",1,2015-01-01
840,96,"dte, registrants, dte energy, energy, gas",1,2015-01-01
841,100,"fiscal, grainger, stock class common, common stock, stock class",1,2015-01-01
842,102,"tobacco, leaf, leaf tobacco, tobacco products, products",3,2015-01-01
843,103,"rmbs, assets, mortgage, interest, agency rmbs",1,2015-01-01
844,105,"trading, electronic trading, trading platform, electronic, electronic trading platform",1,2015-01-01
845,106,"oem, products, operating results, oem customers, tsmc",1,2015-01-01
846,108,"alcohol, brands, spirits, beverage alcohol, beverage",1,2015-01-01
847,110,"acm, investment, securities, income, agency securities",1,2015-01-01
848,113,"products corporation, company, revlon, corporation, products",1,2015-01-01
849,114,"wireless, spectrum, hetnets, network, stock",1,2015-01-01
850,116,"guaranty, fair value, fair, value, losses",2,2015-01-01
851,117,"insurance, mortgage insurance, mortgage, term care insurance, care insurance",1,2015-01-01
852,118,"dow, products, styrene, rubber, segment",1,2015-01-01
853,119,"ctg, services, revenue, company, clients",1,2015-01-01
854,120,"cannabis, medical cannabis, medical, cannabis industry, company",2,2015-01-01
855,121,"railcar, railcars, components, backlog, greenbrier",3,2015-01-01
856,122,"warehouse, warehouse clubs, merchandise, clubs, members",1,2015-01-01
857,123,"self storage, self storage facilities, storage facilities, reit, self",2,2015-01-01
858,124,"ntic, trust, euro, company, contentsstr",1,2015-01-01
859,126,"fep, de conversion, de, conversion, fluoride",1,2015-01-01
860,128,"seed, alfalfa, alfalfa seed, dupont pioneer, pioneer",1,2015-01-01
861,129,"wine, wines, vineyards, grapes, grape",1,2015-01-01
862,130,"company, watches, jewelry, moissanite, sales",1,2015-01-01
863,131,"equipment, seismic, seismic equipment, lease, lease pool",2,2015-01-01
864,132,"investment, clients, assets management, management, northern",2,2015-01-01
865,-1,"company, financial, operations, us, results",223,2016-01-01
866,0,"products, customers, results, financial, us",101,2016-01-01
867,1,"product, clinical, candidates, product candidates, drug",53,2016-01-01
868,2,"bank, loans, loan, financial, interest",28,2016-01-01
869,3,"gas, oil, natural gas, natural, oil natural",20,2016-01-01
870,4,"smaller reporting, smaller, smaller reporting company, reporting company, required provide information",27,2016-01-01
871,5,"properties, reit, income, tenants, property",23,2016-01-01
872,6,"adient, vehicle, automotive, vehicles, operations",8,2016-01-01
873,7,"mortgage, fannie, mae, fannie mae, loans",9,2016-01-01
874,8,"tripadvisor, charter, stock, operations, ability",10,2016-01-01
875,9,"insurance, reinsurance, company, argo, financial",8,2016-01-01
876,10,"hotel, hotels, reit, company, properties",10,2016-01-01
877,11,"combination, initial, initial combination, stock, shares",3,2016-01-01
878,12,"fund, futures, funds, vix, index",10,2016-01-01
879,13,"facilities, medicare, concentra, care, medicaid",3,2016-01-01
880,14,"restaurants, restaurant, franchisees, food, diners",9,2016-01-01
881,15,"investment, portfolio, investments, securities, value",6,2016-01-01
882,16,"mining, mineral, exploration, mine, met coal",8,2016-01-01
883,17,"tds, wireless, lilac, services, spectrum",4,2016-01-01
884,18,"semiconductor, products, customers, manufacturing, capital equipment",1,2016-01-01
885,19,"ntic, president, vice, vice president, joint",4,2016-01-01
886,20,"factorsnot, factorsnot applicable registrant, applicable registrant, continued factors18cautionary, continued factors18cautionary affect",4,2016-01-01
887,21,"act required provide, company defined rule, defined rule 12b, reporting company defined, rule 12b",2,2016-01-01
888,22,"statements, report, form, annual report, annual",8,2016-01-01
889,23,"company, transportation, carriers, fuel, freight",4,2016-01-01
890,24,"government, contracts, contract, us, uas",3,2016-01-01
891,25,"southern, southern company, power, operating companies, traditional",2,2016-01-01
892,26,"ppg, materials, raw, raw materials, operations",1,2016-01-01
893,27,"general partner, partner, units, unitholders, common units",5,2016-01-01
894,28,"gold, custodian, trust, sub, bullion",4,2016-01-01
895,29,"cable, services, service, content, video",4,2016-01-01
896,30,"laundry, cranes, operations, products, customers",4,2016-01-01
897,32,"aircraft, airline, boeing, airline partners, airlines",2,2016-01-01
898,33,"water, sky ranch, ranch, sky, wastewater",1,2016-01-01
899,34,"imax, theater, film, films, ncm",4,2016-01-01
900,35,"peo, hr, wsees, clients, hr outsourcing",2,2016-01-01
901,36,", , , , ",3,2016-01-01
902,37,"dnb, interest, loan, financial, loans",3,2016-01-01
903,38,"homes, land, homebuilding, home, homebuyers",4,2016-01-01
904,41,"flooring, timber, timberlands, lumber, hardwood",3,2016-01-01
905,42,"qvc, group, xm, programming, sirius xm",2,2016-01-01
906,43,"solar, pv, products, cigs, modules",2,2016-01-01
907,44,"paper, pulp, products, raw, operations",2,2016-01-01
908,45,"nathan, restaurant, restaurants, franchisees, hot",2,2016-01-01
909,46,"lp, clients, moelis, group lp, advisory",2,2016-01-01
910,47,"citrus, fruit, gmol, operations, vegetable",2,2016-01-01
911,48,"snap, franchisees, snap ons, operations, ons",1,2016-01-01
912,49,"morgan, clients, stanley, morgan stanley, cis",3,2016-01-01
913,50,"farmer, farmer mac, mac, partnership, properties",1,2016-01-01
914,52,"million, telesat, services, clients, revenue",2,2016-01-01
915,54,"vessels, insurance, operations, financial, assets",2,2016-01-01
916,56,"4item, revise result, update revise result, revise result new, 2table",3,2016-01-01
917,57,"iac, vimeo, search, new vimeo, services",1,2016-01-01
918,58,"drilling, rigs, oil, gas, offshore",2,2016-01-01
919,59,"boat, marine, yacht, sea ray, dealers",2,2016-01-01
920,60,"electric, energy, cecony, utilities, edison",2,2016-01-01
921,61,"project, contracts, projects, construction, contract",3,2016-01-01
922,62,"furniture, virco, raw, costs, contract price list",1,2016-01-01
923,63,"insurance, life, annuity, american equity, equity life",1,2016-01-01
924,65,"gaming, stock, casino, company, playtech",1,2016-01-01
925,66,"nee, duke, fpl, nee fpl, duke energys",2,2016-01-01
926,67,"aerospace, aircraft, government, aviation, military",3,2016-01-01
927,69,"ships, cruise, cruises, ship, guests",2,2016-01-01
928,70,"tax, allegion, irish, operations, results",2,2016-01-01
929,71,"construction, heavy civil, civil construction, heavy civil construction, heavy",1,2016-01-01
930,72,"electric, nstar, gas, psnh, energy",3,2016-01-01
931,73,"raw, arconic, materials, raw materials, material",2,2016-01-01
932,74,"satellite, satellites, ss, services, spectrum",2,2016-01-01
933,75,"footwear, sporting goods, sporting, products, sales",2,2016-01-01
934,76,"insurance, results operations liquidity, operations liquidity, financial, liquidity",2,2016-01-01
935,77,"lighting, nep, energy, lighting products, products",1,2016-01-01
936,78,"printing, 3d, 3d printing, machines, quad graphics",3,2016-01-01
937,80,"uranium, mining, nuclear, mineral, lost creek",1,2016-01-01
938,81,"users, user, advertisers, products services, mobile",2,2016-01-01
939,83,"title iv, students, education, iv, title",1,2016-01-01
940,84,"coal, mining, coal supply, coal supply agreements, mining operations",1,2016-01-01
941,85,"company, company financial, affect company, products, operations",1,2016-01-01
942,86,"pharmacy, sunlink, pbm, health, sunlinks",2,2016-01-01
943,88,"report described company, company filings exchange, exchange act part, described company filings, elsewhere report described",2,2016-01-01
944,89,"kcs, rail, mexican, kcsm, kcs consolidated financial",2,2016-01-01
945,90,"black medium small, medium small square, black medium, medium small, clients",1,2016-01-01
946,91,"portfolio, investments, investment, companies, value",2,2016-01-01
947,92,"prc, china, people republic, insurance, people republic china",3,2016-01-01
948,93,"discussion affecting, thecautionary note regarding, refer thecautionary note, please refer thecautionary, regarding statementsincluded management",1,2016-01-01
949,94,"dietary, supplements, products, dietary supplements, nutritional",1,2016-01-01
950,95,"home, products, new home construction, home improvement, home construction",1,2016-01-01
951,96,"dte, registrants, energy, dte energy, gas",1,2016-01-01
952,97,"homes, home, land, starwood, homebuilding",2,2016-01-01
953,99,"company, products, agricultural, results, operations",1,2016-01-01
954,100,"grainger, pet, stock class common, common stock class, common stock",2,2016-01-01
955,101,"relating business44risks, business44risks relating industry62, factors43risks, relating industry62, factors43risks relating",1,2016-01-01
956,103,"rmbs, interest, mortgage, hcs, assets",1,2016-01-01
957,104,"sachs, bank, group inc, goldman sachs, goldman",1,2016-01-01
958,105,"trading, electronic trading, trading platform, electronic trading platform, electronic",1,2016-01-01
959,106,"mro, oem, products, customers, acquisitions",1,2016-01-01
960,108,"alcohol, brands, beverage alcohol, beverage, spirits",1,2016-01-01
961,109,"real, estate, real estate, hawaii, financial",2,2016-01-01
962,110,"acm, investment, securities, income, agency securities",1,2016-01-01
963,112,"testing, laboratory, laboratories, tests, services",1,2016-01-01
964,113,"company, products corporation, arden, elizabeth arden, elizabeth",1,2016-01-01
965,114,"hetnets, wireless, shared wireless, shared wireless infrastructure, wireless infrastructure",1,2016-01-01
966,115,"stations, television, programming, advertising, broadcasting",1,2016-01-01
967,116,"guaranty, fair value, fair, value, losses",1,2016-01-01
968,119,"ctg, company, services, revenue, staffing",1,2016-01-01
969,121,"railcar, railcars, investment funds, investment, icahn",2,2016-01-01
970,122,"nightclubs, iic, texas, warehouse, tea",1,2016-01-01
971,124,"euro, trust, depository, deposit, deposit accounts",1,2016-01-01
972,126,"aquarefining, labs, lead, aquarefining process, recycled lead",1,2016-01-01
973,127,"varex, president, vice president, vice, operations",3,2016-01-01
974,128,"seed, alfalfa, stevia, alfalfa seed, crop",3,2016-01-01
975,129,"wine, wines, vineyards, oregon, grapes",3,2016-01-01
976,131,"equipment, seismic, seismic equipment, lease pool, lease",1,2016-01-01
977,133,"advisors, clients, advisors clients, secured credit agreement, senior secured credit",1,2016-01-01
978,-1,"financial, company, products, operations, us",222,2017-01-01
979,0,"products, customers, us, results, financial",103,2017-01-01
980,1,"product, clinical, candidates, product candidates, approval",63,2017-01-01
981,2,"loans, bank, loan, financial, interest",27,2017-01-01
982,3,"gas, oil, natural gas, natural, oil natural",28,2017-01-01
983,4,"smaller reporting, smaller, smaller reporting company, reporting company, required provide information",27,2017-01-01
984,5,"properties, reit, income, tax, property",15,2017-01-01
985,6,"vehicle, rental, car, vehicles, cars",15,2017-01-01
986,7,"mortgage, fhfa, fannie, mae, fannie mae",9,2017-01-01
987,8,"charter, twc, isobutanol, bright house, bright",11,2017-01-01
988,9,"insurance, reinsurance, argo, financial, company",6,2017-01-01
989,10,"hotel, hotels, reit, travel, properties",9,2017-01-01
990,11,"combination, initial, initial combination, target, warrants",5,2017-01-01
991,12,"fund, futures, funds, vix, index",7,2017-01-01
992,13,"care, medicare, health, services, medicaid",11,2017-01-01
993,14,"restaurants, restaurant, franchisees, food, franchise",12,2017-01-01
994,15,"investment, portfolio, investments, securities, debt",9,2017-01-01
995,16,"mineral, exploration, mining, gold, mineral properties",5,2017-01-01
996,17,"tds, wireless, services, spectrum, fcc",3,2017-01-01
997,18,"semiconductor, customers, products, operations, manufacturing",6,2017-01-01
998,19,"president, vice, vice president, mr, company",7,2017-01-01
999,20,"pages, factorsinformation, factorsnot, factorsnot applicable, factorsnot applicable registrant",7,2017-01-01
1000,21,"company defined rule, defined rule 12b, reporting company defined, act required provide, rule 12b",9,2017-01-01
1001,22,"statements, annual report, report, annual, contentspagepart",3,2017-01-01
1002,23,"company, fuel, transportation, truck, equipment",4,2017-01-01
1003,24,"government, contracts, contract, tpoxx, government contracts",4,2017-01-01
1004,25,"southern, southern company, power, operating companies, traditional",3,2017-01-01
1005,26,"metals, customers, products, steel, metal",3,2017-01-01
1006,27,"general partner, partner, unitholders, units, common units",3,2017-01-01
1007,28,"gold, joint venture company, venture company, custodian, trust",2,2017-01-01
1008,29,"cable, programming, video, services, service",4,2017-01-01
1009,30,"steel, products, operations, metal, customers",5,2017-01-01
1010,31,"stations, radio, programming, fcc, advertising",1,2017-01-01
1011,32,"aircraft, boeing, infinitus, airline, stock",4,2017-01-01
1012,33,"water, jose water, water company, jose water company, jose",3,2017-01-01
1013,34,"ncm, ncm llc, theatre, founding, theatres",5,2017-01-01
1014,35,"cars, car, rental, ford, workers",3,2017-01-01
1015,36,", , , , ",1,2017-01-01
1016,37,"company, dnb, interest, financial, loans",2,2017-01-01
1017,38,"homes, homebuilding, land, home, homebuilders",2,2017-01-01
1018,39,"futures, unl, uscf, usof, contracts",2,2017-01-01
1019,40,"ethanol, fuel, parent, green plains, plains",4,2017-01-01
1020,41,"floorcovering, carpet, flooring, residential, masland",1,2017-01-01
1021,42,"xm, sirius xm, qvc, sirius, liberty",2,2017-01-01
1022,43,"solar, solar energy, energy, solar service, pv",3,2017-01-01
1023,44,"honeywell, spin, operations, condition results operations, financial condition results",1,2017-01-01
1024,45,"nathan, pet, restaurant, restaurants, products",3,2017-01-01
1025,46,"clients, investment, advisory, financial, investment banking",2,2017-01-01
1026,47,"vegetable, vegetables, fruit, fruit vegetable, food",2,2017-01-01
1027,48,"snap, franchisees, operations, pension, financial",2,2017-01-01
1028,49,"kaplan, title iv, iv, title, khe",1,2017-01-01
1029,50,"farmer mac, farmer, mac, common, cvr",5,2017-01-01
1030,51,"tournament, company, players, player, statements",4,2017-01-01
1031,52,"clients, telesat, services, solutions, data",1,2017-01-01
1032,53,"games, game, products, gaming, platforms",2,2017-01-01
1033,54,"clients, engagements, financial, services, assets",4,2017-01-01
1034,55,"regulation company required, defined regulation company, company defined regulation, defined regulation, regulation company",3,2017-01-01
1035,56,"revise result, revise result new, update revise result, except required law, update revise",3,2017-01-01
1036,57,"iac, ticketmaster, search, services, online",2,2017-01-01
1037,58,"drilling, rigs, oil, gas, offshore",3,2017-01-01
1038,60,"energy, consumers, cms, electric, mge",3,2017-01-01
1039,61,"project, contracts, projects, contract, backlog",1,2017-01-01
1040,64,"bus, school, buses, school bus, amak",3,2017-01-01
1041,65,"gaming, racing, smsc, wagering, horse",1,2017-01-01
1042,66,"duke, duke energys, duke energy, energys, energy",1,2017-01-01
1043,67,"aerospace, aircraft, military, aviation, triumph",2,2017-01-01
1044,68,"mortgage, mi, insurance, gses, loans",1,2017-01-01
1045,69,"ships, cruise, cruises, ship, guests",2,2017-01-01
1046,72,"cl, electric, psnh, transmission, gas",2,2017-01-01
1047,73,"arconic, alcoa corporation, alcoa, affect arconic, arconic financial",1,2017-01-01
1048,74,"satellite, satellites, services, spectrum, ss",1,2017-01-01
1049,76,"insurance, financial, liquidity, company, financial condition",3,2017-01-01
1050,77,"energy, covanta, covanta energy, projects, waste",3,2017-01-01
1051,80,"uranium, extraction, palangana, palangana mine, mining",1,2017-01-01
1052,81,"users, user, products services, products, mobile",3,2017-01-01
1053,82,"trust, underlying properties, net profits, net profits interest, profits interest",3,2017-01-01
1054,83,"title iv, students, iv, education, title",2,2017-01-01
1055,84,"coal, mining, mine, mining operations, reserves",1,2017-01-01
1056,88,"report described company, company filings exchange, exchange act part, described company filings, elsewhere report described",2,2017-01-01
1057,89,"rail, csx, company, kcs, railroad",1,2017-01-01
1058,91,"gsv, investment, investments, portfolio, gsv asset",1,2017-01-01
1059,93,"factorsinformation relating, relating described managements, factorsinformation relating described, relating described, factorsinformation",1,2017-01-01
1060,94,"oxide, epa, ethylene oxide, products, ethylene",1,2017-01-01
1061,95,"flows financial condition, flows financial, cash flows financial, operations cash flows, results operations cash",1,2017-01-01
1062,96,"dte, registrants, dte energy, energy, gas",1,2017-01-01
1063,97,"homes, land, home, homebuyers, financial performance",1,2017-01-01
1064,99,"company, agricultural, adversely affect company, affect company, company operating results",1,2017-01-01
1065,101,"related industry11, industry11, risks related industry11, risks related, related",1,2017-01-01
1066,102,"tobacco, leaf, leaf tobacco, tobacco products, farmers",1,2017-01-01
1067,103,"rmbs, mortgage, assets, loans, external managers",1,2017-01-01
1068,106,"oem, products, operating results, oem customers, customers",1,2017-01-01
1069,107,"products, video eyewear, eyewear, display, stock",1,2017-01-01
1070,108,"alcohol, brands, beverage alcohol, wine, beverage",3,2017-01-01
1071,110,"investment, solar capital, solar capital partners, capital partners, portfolio",1,2017-01-01
1072,111,"iron ore, ore, iron, steel, mining",1,2017-01-01
1073,112,"laboratory, company, testing, laboratories, clinical laboratory",1,2017-01-01
1074,114,"hetnets, wireless, shared wireless, shared wireless infrastructure, wireless infrastructure",3,2017-01-01
1075,116,"guaranty, fair value, fair, value, losses",1,2017-01-01
1076,119,"ctg, services, company, revenue, staffing",1,2017-01-01
1077,123,"self storage, self storage facilities, reit, storage facilities, self",2,2017-01-01
1078,124,"trust, euro, swiss, depository, swiss francs",2,2017-01-01
1079,125,"towers, tower, wireless, sites, ccic",1,2017-01-01
1080,126,"aquarefining, lead, de conversion, tric, clarios",2,2017-01-01
1081,127,"dish, set top, dish network, digital set, digital set top",1,2017-01-01
1082,128,"seed, stevia, alfalfa, alfalfa seed, growers",1,2017-01-01
1083,132,"northern, northern trusts, northern trust, trust, captioned",1,2017-01-01
1084,133,"advisors, clients, advisors clients, secured credit agreement, service",1,2017-01-01
1085,-1,"financial, company, operations, us, results",232,2018-01-01
1086,0,"products, customers, results, us, operations",130,2018-01-01
1087,1,"product, clinical, candidates, product candidates, trials",78,2018-01-01
1088,2,"loans, bank, loan, interest, financial",34,2018-01-01
1089,3,"gas, oil, natural gas, natural, oil natural",24,2018-01-01
1090,4,"smaller reporting, smaller, smaller reporting company, reporting company, reporting",28,2018-01-01
1091,5,"properties, reit, income, tax, property",20,2018-01-01
1092,6,"ntic, vehicle, vehicles, dealers, sales",14,2018-01-01
1093,7,"mortgage, fannie, mae, fannie mae, fhfa",13,2018-01-01
1094,8,"tripadvisor, charter, stock, financial, operations",15,2018-01-01
1095,9,"insurance, reinsurance, company, financial, losses",10,2018-01-01
1096,10,"hotel, hotels, properties, travel, reit",9,2018-01-01
1097,11,"combination, initial, initial combination, target, warrants",8,2018-01-01
1098,12,"fund, futures, funds, vix, index",8,2018-01-01
1099,13,"medicare, care, medicaid, health, facilities",9,2018-01-01
1100,14,"restaurants, restaurant, franchisees, food, wendy",10,2018-01-01
1101,15,"investment, portfolio, investments, securities, debt",11,2018-01-01
1102,16,"mining, exploration, mineral, gold, mine",7,2018-01-01
1103,17,"tds, wireless, services, customers, products",4,2018-01-01
1104,18,"semiconductor, customers, products, operations, equipment",5,2018-01-01
1105,19,"company, vice, president, vice president, watches",5,2018-01-01
1106,20,"factorsinformation, factorsinformation response found, heading information incorporated, factorsinformation response, information incorporated report",4,2018-01-01
1107,21,"act required provide, rule 12b, exchange act required, 12b, company defined rule",6,2018-01-01
1108,22,"statements, report, form, annual report, annual",4,2018-01-01
1109,23,"fuel, freight, moyes, drivers, transportation",5,2018-01-01
1110,24,"government, contracts, contract, nuclear, us",4,2018-01-01
1111,25,"southern, southern company, power, operating companies, traditional",4,2018-01-01
1112,26,"dow, products, raw, operations, materials",4,2018-01-01
1113,27,"general partner, unitholders, eqm, partner, units",6,2018-01-01
1114,28,"custodian, gold, trust, sub, palladium",5,2018-01-01
1115,29,"services, service, network, fiber, fcc",1,2018-01-01
1116,30,"products, company, group, industrial, customers",1,2018-01-01
1117,31,"programming, stations, television, fcc, radio",3,2018-01-01
1118,32,"aircraft, company, contracts, airline, costs",2,2018-01-01
1119,33,"water, jose water, jose water company, water company, jose",3,2018-01-01
1120,34,"ncm, founding, ncm llcs, llcs, ncm llc",1,2018-01-01
1121,35,"clients, payroll, employees, client, employee",5,2018-01-01
1122,36,", , , , ",3,2018-01-01
1123,37,"bank, dnb, company, banking, financial",2,2018-01-01
1124,38,"homes, homebuilding, home, land, construction",3,2018-01-01
1125,39,"futures, uscf, ung, usbo, us12ng",3,2018-01-01
1126,40,"fuel, ethanol, dealerships, synthetic fuel, synthetic",4,2018-01-01
1127,41,"timber, timberlands, zealand, new zealand, timberland",2,2018-01-01
1128,42,"qvc, xm, sirius xm, sirius, programming",3,2018-01-01
1129,43,"solar, intevac, pv, products, systems",1,2018-01-01
1130,45,"animal, animal health, products, health, veterinary",1,2018-01-01
1131,46,"lp, clients, evercore, advisory, firm",3,2018-01-01
1132,47,"real estate development, estate development, water, real estate, estate",1,2018-01-01
1133,48,"snap, franchisees, on, snap on, franchise",3,2018-01-01
1134,49,"clients, msci, indexes, data, products",1,2018-01-01
1135,50,"farmer, farmer mac, common, common unitholders, common units",2,2018-01-01
1136,52,"services, telesat, clients, content, customers",2,2018-01-01
1137,53,"titles, game, games, software, products",2,2018-01-01
1138,54,"cit, financial, operations, assets, material",2,2018-01-01
1139,55,"regulation company required, defined regulation company, company defined regulation, defined regulation, regulation company",2,2018-01-01
1140,56,"revise result new, revise result, update revise result, contentspart 4item business4item, us important furthermore",3,2018-01-01
1141,57,"iac, search, services, advertising, online",3,2018-01-01
1142,59,"company, marine, boat, tank, dealers",3,2018-01-01
1143,60,"consumers, energy, cms, cms energy, electric",3,2018-01-01
1144,62,"prc, china, furniture, nova, virco",1,2018-01-01
1145,63,"gallagher, gallaghers, insurance, brokerage, services",2,2018-01-01
1146,64,"bus, school, buses, school bus, school buses",2,2018-01-01
1147,68,"mortgage, insurance, mgic, loans, mortgage insurance",2,2018-01-01
1148,69,"ships, cruise, cruises, ship, caribbean",2,2018-01-01
1149,70,"class common stock, class common, class, lived, shares class common",1,2018-01-01
1150,71,"equipment, lease, lessee, rod, lessees",2,2018-01-01
1151,72,"electric, nstar, psnh, gas, energy",1,2018-01-01
1152,73,"wind, wind blades, blades, wind blade, blade",1,2018-01-01
1153,74,"satellite, satellites, thermo, services, spectrum",1,2018-01-01
1154,75,"footwear, ugg, products, brand, brands",1,2018-01-01
1155,76,"insurance, financial, effect, adverse effect, material",2,2018-01-01
1156,79,"statements, company disclaims duty, incform, included herein speak, international incform",1,2018-01-01
1157,81,"users, user, facebook, mobile, engagement",1,2018-01-01
1158,82,"trust, underlying properties, underlying, net profits, mv",2,2018-01-01
1159,83,"education, title iv, educational, students, iv",1,2018-01-01
1160,84,"coal, met coal, mining, met, mine",2,2018-01-01
1161,85,"company, laclede, laclede gas, operations, laclede group",3,2018-01-01
1162,87,"statements, contentspagepart, undue reliance statements, reliance statements, place undue reliance",1,2018-01-01
1163,88,"report described company, company filings exchange, exchange act part, described company filings, elsewhere report described",1,2018-01-01
1164,89,"rail, csx, company, kcs, railroad",1,2018-01-01
1165,90,"engagements, consultants, clients, client, employee",2,2018-01-01
1166,91,"portfolio, investment, gsv, investments, companies",2,2018-01-01
1167,92,"china, prc, combination, initial, pingtan",2,2018-01-01
1168,93,"analysis financial condition, analysis financial, analysis, factorssee, factorssee managements",2,2018-01-01
1169,96,"dte, gas, energy, registrants, dte energy",2,2018-01-01
1170,98,"services, mobile, video, telephony, broadband",5,2018-01-01
1171,99,"salmon, aquadvantage salmon, aquadvantage, products, bioengineered",2,2018-01-01
1172,101,"industry62, business44risks relating industry62, factors43risks, factors43risks relating, factors43risks relating business44risks",2,2018-01-01
1173,103,"rmbs, assets, mortgage, interest, loans",2,2018-01-01
1174,104,"bank, investment, financial, holding, banking",1,2018-01-01
1175,105,"electronic trading, trading, trading platform, electronic, broker",1,2018-01-01
1176,106,"oem, oem suppliers, operating results, synnex, operating",2,2018-01-01
1177,107,"licensees, technologies, touch, products, financial",2,2018-01-01
1178,108,"brands, alcohol, wine, beverage alcohol, spirits",2,2018-01-01
1179,109,"bay, maui, kapalua, kapalua bay, real",1,2018-01-01
1180,112,"laboratory, testing, laboratories, clinical laboratory, clinical",2,2018-01-01
1181,113,"salons, salon, company, hair, guest",1,2018-01-01
1182,115,"common shares, stations, television, fcc, shares",1,2018-01-01
1183,116,"guaranty, fair value, fair, value, losses",2,2018-01-01
1184,117,"notes, senior credit facility, senior credit, senior, subsidiaries",1,2018-01-01
1185,118,"vera, bradley, vera bradley, vida, pura vida",1,2018-01-01
1186,119,"ctg, clients, revenue, services, company",1,2018-01-01
1187,120,"cannabis, traits, medical cannabis, products, hemp",2,2018-01-01
1188,121,"railcar, railcars, components, railcar components, backlog",1,2018-01-01
1189,122,"store, stores, island, warehouse, island markets",1,2018-01-01
1190,124,"swiss, swiss francs, francs, trust, depository",1,2018-01-01
1191,125,"wireless, wireless infrastructure, towers, infrastructure, sites",1,2018-01-01
1192,126,"aquarefining, lead, clarios, tric, aquarefined",1,2018-01-01
1193,127,"dish network, dish, varex, satellite, network",1,2018-01-01
1194,128,"seed, alfalfa, alfalfa seed, growers, stevia",1,2018-01-01
1195,129,"wine, wines, vineyards, grape, grapes",1,2018-01-01
1196,131,"equipment, seismic, seismic equipment, lease pool, lease",1,2018-01-01
1197,132,"south african rand, african rand, rand, south african, african",1,2018-01-01
1198,-1,"financial, company, operations, us, results",255,2019-01-01
1199,0,"products, customers, results, us, financial",113,2019-01-01
1200,1,"product, clinical, candidates, product candidates, trials",75,2019-01-01
1201,2,"loans, bank, loan, financial, interest",27,2019-01-01
1202,3,"gas, oil, natural gas, natural, oil natural",23,2019-01-01
1203,4,"smaller reporting, smaller, smaller reporting company, reporting company, reporting",33,2019-01-01
1204,5,"properties, reit, income, tax, tenants",26,2019-01-01
1205,6,"vehicle, vehicles, dealers, operations, automotive",16,2019-01-01
1206,7,"mortgage, loans, mae, fannie, fannie mae",10,2019-01-01
1207,8,"tripadvisor, charter, vitas, skyhook, stock",5,2019-01-01
1208,9,"insurance, reinsurance, company, financial, life",14,2019-01-01
1209,10,"hotels, hotel, reit, company, tax",5,2019-01-01
1210,11,"combination, initial, initial combination, target, warrants",6,2019-01-01
1211,12,"fund, futures, funds, vix, index",12,2019-01-01
1212,13,"medicare, hcp, living, care, senior living",10,2019-01-01
1213,14,"restaurants, restaurant, food, franchisees, kura",4,2019-01-01
1214,15,"investment, portfolio, investments, securities, debt",10,2019-01-01
1215,16,"mineral, exploration, mining, gold, mineral properties",7,2019-01-01
1216,17,"wireless, cellular, cellulars, tds, services",11,2019-01-01
1217,18,"semiconductor, customers, products, equipment, results",8,2019-01-01
1218,19,"president, vice, vice president, company, mr",7,2019-01-01
1219,20,"factors21cautionary, factors21cautionary affect future, factors21cautionary affect, future results31, affect future results31",7,2019-01-01
1220,21,"act required provide, company defined rule, defined rule 12b, reporting company defined, rule 12b",6,2019-01-01
1221,22,"statements, report, hold revenue, hold revenue recognition, additional time company",3,2019-01-01
1222,23,"fuel, company, transportation, carriers, freight",4,2019-01-01
1223,24,"contracts, government, contract, dredging, us",3,2019-01-01
1224,25,"southern, traditional operating, southern company, operating companies, traditional",1,2019-01-01
1225,26,"products, raw, materials, dow, operations",4,2019-01-01
1226,27,"eqm, general partner, partner, unitholders, units",4,2019-01-01
1227,28,"gold, custodian, trust, zurich, sub custodian",1,2019-01-01
1228,29,"service, services, content, programming, cable",4,2019-01-01
1229,30,"company, projects, operations, financial, customers",4,2019-01-01
1230,31,"programming, television, stations, fcc, networks",3,2019-01-01
1231,32,"aircraft, airline, boeing, airlines, notes",4,2019-01-01
1232,33,"water, wastewater, water wastewater, water supply, utility",2,2019-01-01
1233,34,"theatres, theatre, ncm, cinema, film",3,2019-01-01
1234,35,"workers, workers compensation, compensation, million, december",5,2019-01-01
1235,36,", , , , ",3,2019-01-01
1236,37,"dnb, peoples united, peoples, company, loans",5,2019-01-01
1237,38,"homes, homebuilding, home, land, mortgage",2,2019-01-01
1238,39,"futures, uscf, bno, contracts, uga",4,2019-01-01
1239,40,"ethanol, aircraft, fuel, grain, corn",3,2019-01-01
1240,41,"timber, timberlands, zealand, new zealand, timberland",1,2019-01-01
